id,0,1,2,3,4,5
1,0.022141111338560712,0.05811965065609343,0.4185141108251953,0.03949431702443858,0.06079410359733267,0.037897956041132275
9,0.2717541013615504,0.048336005163491465,0.0069974609981877465,0.03376360576329133,0.00492054848469992,0.05036849168005755
10,0.06414468762095796,0.03686468433084007,0.12538605519192597,0.014703721540720777,0.0027523721808160005,0.058686213682672246
4,0.05204635339707295,0.04947663314517197,0.07083978675855065,0.23181419712281545,0.009210831178043043,0.033983508862821525
7,0.014198825086981165,0.13353711803405227,0.14082784550046457,0.3530556187076876,0.053495123550219834,0.09925913099247924
8,0.065613364236195,0.04270881952847385,0.08652908006275595,0.1028050350333024,0.01659512010301889,0.030232943318456804
2,0.12595702297006578,0.13477372459284778,0.02095451514547036,0.06976870477675387,0.012990332312364544,0.07314103557857916
3,0.027402622719839842,0.06653862699249254,0.26804674569867987,0.06669346550819276,0.08354910449443582,0.2156130281035055
5,0.008433795954283651,0.1786239132536539,0.10984065211073181,0.368079249473279,0.044542386734957876,0.05746956482039984
6,0.01976593554886862,0.07419584287895228,0.41037629593378744,0.046768534986902435,0.09875241433087907,0.08154457927797805
